Country,Region,Rank,Score,GDP,Family,Health,Freedom,Corruption,Year
"Malaysia,"""",""35"",""6.322"",""1.161"",""1.2742968797684"",""0.669"",""0.356"",""0.059"",""2018"""
"Spain,"""",""36"",""6.31"",""1.251"",""1.4021829366684"",""0.965"",""0.449"",""0.074"",""2018"""
"Colombia,"""",""37"",""6.26"",""0.96"",""1.2866775989532"",""0.635"",""0.531"",""0.039"",""2018"""
"Trinidad & Tobago,"""",""38"",""6.192"",""1.223"",""1.3802285194397"",""0.564"",""0.575"",""0.019"",""2018"""
"Slovakia,"""",""39"",""6.173"",""1.21"",""1.2596987485886"",""0.776"",""0.354"",""0.014"",""2018"""
"El Salvador,"""",""40"",""6.167"",""0.806"",""1.5050592422485"",""0.639"",""0.461"",""0.082"",""2018"""
"Nicaragua,"""",""41"",""6.141"",""0.668"",""1.323110461235"",""0.7"",""0.527"",""0.128"",""2018"""
"Poland,"""",""42"",""6.123"",""1.176"",""1.2846460342407"",""0.781"",""0.546"",""0.064"",""2018"""
"Bahrain,"""",""43"",""6.105"",""1.338"",""1.2872157096863"",""0.698"",""0.594"",""0.123"",""2018"""
"Uzbekistan,"""",""44"",""6.096"",""0.719"",""1.2861688137054"",""0.605"",""0.724"",""0.259"",""2018"""
"Kuwait,"""",""45"",""6.083"",""1.474"",""1.1821250915527"",""0.675"",""0.554"",""0.106"",""2018"""
"Thailand,"""",""46"",""6.072"",""1.016"",""1.4457119703293"",""0.707"",""0.637"",""0.029"",""2018"""
"Italy,"""",""47"",""6"",""1.264"",""1.5489691495895"",""0.946"",""0.281"",""0.028"",""2018"""
"Ecuador,"""",""48"",""5.973"",""0.889"",""1.4449232816696"",""0.736"",""0.556"",""0.12"",""2018"""
"Belize,"""",""49"",""5.956"",""0.807"",""1.4692823886871"",""0.474"",""0.593"",""0.089"",""2018"""
"Lithuania,"""",""50"",""5.952"",""1.197"",""1.081417798996"",""0.716"",""0.35"",""0.006"",""2018"""
"Slovenia,"""",""51"",""5.948"",""1.219"",""1.4363378286362"",""0.856"",""0.633"",""0.051"",""2018"""
"Romania,"""",""52"",""5.945"",""1.116"",""1.4735161066055"",""0.726"",""0.528"",""0.001"",""2018"""
"Latvia,"""",""53"",""5.933"",""1.148"",""1.1462174654007"",""0.671"",""0.363"",""0.066"",""2018"""
"Japan,"""",""54"",""5.915"",""1.294"",""1.4047149419784"",""0.988"",""0.553"",""0.15"",""2018"""
"Mauritius,"""",""55"",""5.891"",""1.09"",""1.1282744407654"",""0.684"",""0.584"",""0.05"",""2018"""
"Jamaica,"""",""56"",""5.89"",""0.819"",""1.2518255710602"",""0.693"",""0.575"",""0.031"",""2018"""
"South Korea,"""",""57"",""5.875"",""1.266"",""1.1500912904739"",""0.955"",""0.244"",""0.051"",""2018"""
"Northern Cyprus,"""",""58"",""5.835"",""1.229"",""1.2276190519333"",""0.909"",""0.495"",""0.154"",""2018"""
"Russia,"""",""59"",""5.81"",""1.151"",""1.4931491613388"",""0.599"",""0.399"",""0.025"",""2018"""
"Kazakhstan,"""",""60"",""5.79"",""1.143"",""1.3843690156937"",""0.631"",""0.454"",""0.121"",""2018"""
"Cyprus,"""",""61"",""5.762"",""1.229"",""1.1863033771515"",""0.909"",""0.423"",""0.035"",""2018"""
"Bolivia,"""",""62"",""5.752"",""0.751"",""1.4525188207626"",""0.508"",""0.606"",""0.054"",""2018"""
"Estonia,"""",""63"",""5.739"",""1.2"",""1.2187703847885"",""0.737"",""0.553"",""0.174"",""2018"""
"Paraguay,"""",""64"",""5.681"",""0.835"",""1.2095609903336"",""0.615"",""0.541"",""0.074"",""2018"""
"Peru,"""",""65"",""5.663"",""0.934"",""1.1313632726669"",""0.674"",""0.53"",""0.034"",""2018"""
"Kosovo,"""",""66"",""5.662"",""0.855"",""1.4766710996628"",""0.578"",""0.448"",""0.023"",""2018"""
"Moldova,"""",""67"",""5.64"",""0.657"",""1.4449452161789"",""0.62"",""0.232"",""0"",""2018"""
"Turkmenistan,"""",""68"",""5.636"",""1.016"",""1.357564330101"",""0.517"",""0.417"",""0.037"",""2018"""
"Hungary,"""",""69"",""5.62"",""1.171"",""1.3377531766891"",""0.732"",""0.259"",""0.022"",""2018"""
"Libya,"""",""70"",""5.566"",""0.985"",""1.5072848796845"",""0.553"",""0.496"",""0.148"",""2018"""
"Philippines,"""",""71"",""5.524"",""0.775"",""1.2627909183502"",""0.513"",""0.643"",""0.105"",""2018"""
"Honduras,"""",""72"",""5.504"",""0.62"",""1.2539175748825"",""0.622"",""0.459"",""0.074"",""2018"""
"Belarus,"""",""73"",""5.483"",""1.039"",""1.2581897974014"",""0.7"",""0.307"",""0.154"",""2018"""
"Turkey,"""",""74"",""5.483"",""1.148"",""1.2390888929367"",""0.686"",""0.324"",""0.109"",""2018"""
"Pakistan,"""",""75"",""5.472"",""0.652"",""1.3431330919266"",""0.424"",""0.334"",""0.113"",""2018"""
"Hong Kong,"""",""76"",""5.43"",""1.405"",""1.3682180643082"",""1.03"",""0.524"",""0.291"",""2018"""
"Portugal,"""",""77"",""5.41"",""1.188"",""0.96798300743103"",""0.884"",""0.562"",""0.017"",""2018"""
"Serbia,"""",""78"",""5.398"",""0.975"",""1.1378535032272"",""0.685"",""0.288"",""0.043"",""2018"""
"Greece,"""",""79"",""5.358"",""1.154"",""1.1608374118805"",""0.879"",""0.131"",""0.044"",""2018"""
"Lebanon,"""",""80"",""5.358"",""0.965"",""0.67269068956375"",""0.785"",""0.503"",""0.136"",""2018"""
"Montenegro,"""",""81"",""5.347"",""1.017"",""1.2744446992874"",""0.729"",""0.259"",""0.081"",""2018"""
"Croatia,"""",""82"",""5.321"",""1.115"",""1.431337594986"",""0.737"",""0.38"",""0.039"",""2018"""
"Dominican Republic,"""",""83"",""5.302"",""0.982"",""1.2383764982223"",""0.614"",""0.578"",""0.106"",""2018"""
"Algeria,"""",""84"",""5.295"",""0.979"",""0.77486443519592"",""0.687"",""0.077"",""0.135"",""2018"""
"Morocco,"""",""85"",""5.254"",""0.779"",""1.1524002552032"",""0.669"",""0.46"",""0.074"",""2018"""
"China,"""",""86"",""5.246"",""0.989"",""1.4024167060852"",""0.799"",""0.597"",""0.103"",""2018"""
"Azerbaijan,"""",""87"",""5.201"",""1.024"",""1.2394145727158"",""0.603"",""0.43"",""0.176"",""2018"""
"Tajikistan,"""",""88"",""5.199"",""0.474"",""1.129624247551"",""0.598"",""0.292"",""0.034"",""2018"""
"Macedonia,"""",""89"",""5.185"",""0.959"",""1.3670430183411"",""0.691"",""0.394"",""0.052"",""2018"""
"Jordan,"""",""90"",""5.161"",""0.822"",""1.0693359375"",""0.645"",""0.468"",""0.134"",""2018"""
"Nigeria,"""",""91"",""5.155"",""0.689"",""1.143944978714"",""0.048"",""0.462"",""0.032"",""2018"""
"Kyrgyzstan,"""",""92"",""5.131"",""0.53"",""1.2078930139542"",""0.594"",""0.54"",""0.035"",""2018"""
"Bosnia and Herzegovina,"""",""93"",""5.129"",""0.915"",""0.72115135192871"",""0.758"",""0.28"",""0"",""2018"""
"Mongolia,"""",""94"",""5.125"",""0.914"",""1.2774913311005"",""0.575"",""0.395"",""0.032"",""2018"""
"Vietnam,"""",""95"",""5.103"",""0.715"",""1.215770483017"",""0.702"",""0.618"",""0.079"",""2018"""
"Indonesia,"""",""96"",""5.093"",""0.899"",""1.2714632749557"",""0.522"",""0.538"",""0.018"",""2018"""
"Bhutan,"""",""97"",""5.082"",""0.796"",""1.3401265144348"",""0.527"",""0.541"",""0.171"",""2018"""
"Somalia,"""",""98"",""4.982"",""0"",""1.3942385911941"",""0.115"",""0.674"",""0.282"",""2018"""
"Cameroon,"""",""99"",""4.975"",""0.535"",""1.1792832612991"",""0.182"",""0.454"",""0.043"",""2018"""
"Bulgaria,"""",""100"",""4.933"",""1.054"",""1.4930112361908"",""0.712"",""0.359"",""0.009"",""2018"""
"Nepal,"""",""101"",""4.88"",""0.425"",""1.3847886323929"",""0.539"",""0.526"",""0.078"",""2018"""
"Venezuela,"""",""102"",""4.806"",""0.996"",""0.86835145950317"",""0.657"",""0.133"",""0.052"",""2018"""
"Gabon,"""",""103"",""4.758"",""1.036"",""1.1556471586227"",""0.404"",""0.356"",""0.052"",""2018"""
"Palestinian Territories,"""",""104"",""4.743"",""0.642"",""0.99747139215469"",""0.602"",""0.266"",""0.076"",""2018"""
"South Africa,"""",""105"",""4.724"",""0.94"",""1.4343794584274"",""0.33"",""0.516"",""0.056"",""2018"""
"Iran,"""",""106"",""4.707"",""1.059"",""0.9841360449791"",""0.691"",""0.459"",""0.129"",""2018"""
"Ivory Coast,"""",""107"",""4.671"",""0.541"",""0.94601821899414"",""0.08"",""0.467"",""0.103"",""2018"""
"Ghana,"""",""108"",""4.657"",""0.592"",""0.71155124902725"",""0.337"",""0.499"",""0.029"",""2018"""
"Senegal,"""",""109"",""4.631"",""0.429"",""0.8036852478981"",""0.433"",""0.406"",""0.082"",""2018"""
"Laos,"""",""110"",""4.623"",""0.72"",""0.73513174057007"",""0.441"",""0.626"",""0.174"",""2018"""
"Tunisia,"""",""111"",""4.592"",""0.9"",""1.0984708070755"",""0.69"",""0.271"",""0.063"",""2018"""
"Albania,"""",""112"",""4.586"",""0.916"",""1.0679507255554"",""0.79"",""0.419"",""0.032"",""2018"""
"Sierra Leone,"""",""113"",""4.571"",""0.256"",""0.87070101499557"",""0"",""0.355"",""0.053"",""2018"""
"Congo (Brazzaville),"""",""114"",""4.559"",""0.682"",""1.1232359409332"",""0.343"",""0.514"",""0.077"",""2018"""
"Bangladesh,"""",""115"",""4.5"",""0.532"",""1.1796919107437"",""0.579"",""0.58"",""0.144"",""2018"""
"Sri Lanka,"""",""116"",""4.471"",""0.918"",""1.0031872987747"",""0.672"",""0.585"",""0.05"",""2018"""
"Iraq,"""",""117"",""4.456"",""1.01"",""0.9786131978035"",""0.536"",""0.304"",""0.095"",""2018"""
"Mali,"""",""118"",""4.447"",""0.37"",""1.1556202173233"",""0.152"",""0.367"",""0.056"",""2018"""
"Namibia,"""",""119"",""4.441"",""0.874"",""0.86466920375824"",""0.365"",""0.519"",""0.064"",""2018"""
"Cambodia,"""",""120"",""4.433"",""0.549"",""1.2599763870239"",""0.457"",""0.696"",""0.065"",""2018"""
"Burkina Faso,"""",""121"",""4.424"",""0.314"",""1.0074837207794"",""0.254"",""0.312"",""0.128"",""2018"""
"Egypt,"""",""122"",""4.419"",""0.885"",""0.75437259674072"",""0.553"",""0.312"",""0.107"",""2018"""
"Mozambique,"""",""123"",""4.417"",""0.198"",""1.2720308303833"",""0.173"",""0.531"",""0.158"",""2018"""
"Kenya,"""",""124"",""4.41"",""0.493"",""0.83204436302185"",""0.454"",""0.504"",""0.055"",""2018"""
"Zambia,"""",""125"",""4.377"",""0.562"",""0.57061493396759"",""0.295"",""0.503"",""0.082"",""2018"""
"Mauritania,"""",""126"",""4.356"",""0.557"",""1.2290234565735"",""0.292"",""0.129"",""0.093"",""2018"""
"Ethiopia,"""",""127"",""4.35"",""0.308"",""1.2814733982086"",""0.391"",""0.452"",""0.146"",""2018"""
"Georgia,"""",""128"",""4.34"",""0.853"",""0.90478003025055"",""0.643"",""0.375"",""0.215"",""2018"""
"Armenia,"""",""129"",""4.321"",""0.816"",""1.0062383413315"",""0.666"",""0.26"",""0.028"",""2018"""
"Myanmar,"""",""130"",""4.308"",""0.682"",""1.2140085697174"",""0.429"",""0.58"",""0.178"",""2018"""
"Chad,"""",""131"",""4.301"",""0.358"",""0.87366473674774"",""0.053"",""0.189"",""0.06"",""2018"""
"Congo (Kinshasa),"""",""132"",""4.245"",""0.069"",""1.3945375680923"",""0.204"",""0.312"",""0.052"",""2018"""
"India,"""",""133"",""4.19"",""0.721"",""1.1298277378082"",""0.485"",""0.539"",""0.093"",""2018"""
"Niger,"""",""134"",""4.166"",""0.131"",""1.043280005455"",""0.221"",""0.39"",""0.099"",""2018"""
"Uganda,"""",""135"",""4.161"",""0.322"",""0.99302500486374"",""0.237"",""0.45"",""0.061"",""2018"""
"Benin,"""",""136"",""4.141"",""0.378"",""0.51256883144379"",""0.24"",""0.44"",""0.067"",""2018"""
"Sudan,"""",""137"",""4.139"",""0.605"",""0.95385587215424"",""0.312"",""0.016"",""0.082"",""2018"""
"Ukraine,"""",""138"",""4.103"",""0.793"",""1.083095908165"",""0.609"",""0.163"",""0.011"",""2018"""
"Togo,"""",""139"",""3.999"",""0.259"",""1.1900951862335"",""0.253"",""0.434"",""0.101"",""2018"""
"Guinea,"""",""140"",""3.964"",""0.344"",""1.1044119596481"",""0.211"",""0.394"",""0.094"",""2018"""
"Lesotho,"""",""141"",""3.808"",""0.472"",""0.58154332637787"",""0.079"",""0.423"",""0.112"",""2018"""
"Angola,"""",""142"",""3.795"",""0.73"",""1.2215549945831"",""0.269"",""0"",""0.061"",""2018"""
"Madagascar,"""",""143"",""3.774"",""0.262"",""0.43529984354973"",""0.402"",""0.221"",""0.049"",""2018"""
"Zimbabwe,"""",""144"",""3.692"",""0.357"",""0.91302037239075"",""0.248"",""0.406"",""0.099"",""2018"""
"Afghanistan,"""",""145"",""3.632"",""0.332"",""0.64044982194901"",""0.255"",""0.085"",""0.036"",""2018"""
"Botswana,"""",""146"",""3.59"",""1.017"",""0.93538224697113"",""0.417"",""0.557"",""0.092"",""2018"""
"Malawi,"""",""147"",""3.587"",""0.186"",""0.60132312774658"",""0.306"",""0.531"",""0.08"",""2018"""
"Haiti,"""",""148"",""3.582"",""0.315"",""0.87211793661118"",""0.289"",""0.025"",""0.104"",""2018"""
"Liberia,"""",""149"",""3.495"",""0.076"",""0.79124468564987"",""0.267"",""0.419"",""0.03"",""2018"""
"Syria,"""",""150"",""3.462"",""0.689"",""0.43188253045082"",""0.539"",""0.088"",""0.144"",""2018"""
"Rwanda,"""",""151"",""3.408"",""0.332"",""0.94570702314377"",""0.4"",""0.636"",""0.444"",""2018"""
"Yemen,"""",""152"",""3.355"",""0.442"",""0.39610260725021"",""0.343"",""0.244"",""0.064"",""2018"""
"Tanzania,"""",""153"",""3.303"",""0.455"",""1.0419898033142"",""0.381"",""0.481"",""0.097"",""2018"""
"South Sudan,"""",""154"",""3.254"",""0.337"",""0.62979358434677"",""0.177"",""0.112"",""0.106"",""2018"""
"Central African Republic,"""",""155"",""3.083"",""0.024"",""0.62979358434677"",""0.01"",""0.305"",""0.038"",""2018"""
"Burundi,"""",""156"",""2.905"",""0.091"",""0.62979358434677"",""0.145"",""0.065"",""0.076"",""2018"""
